ordemdecompra,avulso,paineis,portaaluminio,vidros,pecaspintadas,tapecaria,serralheria,cabide,trilho,volmod,avulsol,paineisl,portaaluminiol,vidrosl,pecaspintadasl,tapecarial,serralherial,cabidel,trilhol,modulosl,avulsoq,paineisq,portaaluminioq,vidrosq,pecaspintadasq,tapecariaq,serralheriaq,cabideq,trilhoq,modulosq,totalvolumes
4200576101,true,false,false,false,false,false,false,false,false,true,BOX 17,,,,,,,,,"BOX 18 ",1,0,0,0,0,0,0,0,0,27,28
4200576102,true,false,false,false,false,false,false,false,false,true,BOX 01,,,,,,,,,BOX 15,1,0,0,0,0,0,0,0,0,1,2
4200576301,true,false,false,false,false,false,false,false,false,true,BOX 05,,,,,,,,,BOX 09,1,0,0,0,0,0,0,0,0,16,17
4200576501,true,false,false,false,false,false,false,false,false,true,BOX 01,,,,,,,,,BOX 15,1,0,0,0,0,0,0,0,0,3,4
4200576502,true,true,false,false,false,false,false,false,false,true,BOX 03,JUNTOS,,,,,,,,BOX 08,1,1,0,0,0,0,0,0,0,1,2
4200576701,true,false,true,false,false,false,false,false,false,true,BOX 09,,BOX 05,,,,,,,BOX 14,1,0,2,0,0,0,0,0,0,14,17
4200577001,true,false,false,false,false,false,false,false,false,true,BOX 01,,,,,,,,,BOX 15,1,0,0,0,0,0,0,0,0,6,7
4200577101,true,false,false,false,false,false,false,false,false,true,BOX 06,,,,,,,,,BOX 03,1,0,0,0,0,0,0,0,0,16,17
4200577301,true,false,true,false,false,false,false,false,false,true,BOX 02,,"FALTANDO ",,,,,,,BOX 21,1,0,2,0,0,0,0,0,0,1,4
4200577302,true,false,true,false,false,false,false,false,false,true,BOX 02,,"FALTANDO ",,,,,,,BOX 21,1,0,1,0,0,0,0,0,0,3,5
4200577701,true,false,false,false,false,false,false,false,false,true,BOX 17,,,,,,,,,BOX 12,1,0,0,0,0,0,0,0,0,4,5
4200578301,true,false,false,false,false,false,false,false,false,true,BOX 02,,,,,,,,,BOX 20,1,0,0,0,0,0,0,0,0,1,2
4200578302,true,false,false,false,false,false,false,false,false,true,BOX 01,,,,,,,,,BOX 19,1,0,0,0,0,0,0,0,0,1,2
4200579001,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
4200579201,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
4200579301,true,false,false,false,false,false,false,false,true,true,BOX 19,,,,,,,,BOX 07,BOX 07,1,0,0,0,0,0,0,0,1,9,11
4200579401,true,true,false,false,false,false,false,false,false,true,BOX 03,JUNTOS 20,,,,,,,,BOX 20,1,0,0,0,0,0,0,0,0,4,5
4200582301,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
4200582302,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
4200582303,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
4200582304,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
4200582401,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
4200583901,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
4200583902,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
4200583903,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
4202042001,true,true,false,false,false,false,false,false,false,true,14,5-P-FUNDOS,,,,,,,,5-P-FUNDOS,1,2,0,0,0,0,0,0,0,36,39
4210098301,true,false,true,false,false,false,false,false,false,true,BOX 14,,BOX 7,,,,,,,MEIO,1,0,1,0,0,0,0,0,0,3,4
4210098302,true,false,false,false,false,false,false,false,false,true,BOX 12,,,,,,,,,MEIO,1,0,0,0,0,0,0,0,0,4,5
4210161501,true,false,false,false,false,false,false,false,false,false,22 MESA,,,,,,,,,MEIO,1,0,0,0,0,0,0,0,0,78,79
4210161502,true,false,true,true,false,false,false,false,false,true,BOX 10,,BOX 07,BOX 07,,,,,,ILHA,1,0,3,4,0,0,0,0,0,7,15
4210161503,true,true,false,false,false,false,false,false,false,true,BOX 03,MEIO,,,,,,,,MEIO,1,3,0,0,0,0,0,0,0,7,11
4210167901,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,22
4210167902,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,33
4210167903,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,23
4210172601,true,true,true,false,false,false,false,true,true,true,10,4-P-MEIO,7,,,,,4-P-MEIO,4-P-MEIO,4-P-MEIO,1,3,1,0,0,0,0,1,1,28,34
4210172602,false,false,false,false,false,false,false,false,false,true,,,,,,,,,,ILHA,0,0,0,0,0,0,0,0,0,6,6
4210172603,false,false,false,false,false,false,false,false,false,true,,,,,,,,,,ILHA,0,0,0,0,0,0,0,0,0,6,6
4210172604,true,false,true,false,false,false,false,true,false,true,28,,7,,,,,5-FUNDOS,,5-FUNDOS,1,0,1,0,0,0,0,1,0,44,47
4210172901,true,false,false,false,false,false,false,false,false,true,33,,,,,,,,,4-FUNDOS,2,0,0,0,0,0,0,0,0,39,41
4210172902,true,false,false,false,false,false,false,false,false,false,6,,,,,,,,,3,1,0,0,0,0,0,0,0,0,12,13
4210172903,true,true,false,false,false,false,false,false,false,true,27,4 P FRENTE,,,,,,,,3,1,9,0,0,0,0,0,0,0,47,57
4210172904,true,true,false,false,false,false,false,true,false,true,35,3,,,,,,3,,3,1,5,0,0,0,0,0,0,0,56,62
4210172905,true,false,true,false,false,false,false,false,true,true,9,,2,,,,,,ILHA,ILHA,1,0,1,0,0,0,0,0,1,4,7
4210172906,true,false,true,false,false,false,false,false,true,true,37,,2,,,,,,ILHA,ILHA,1,0,2,0,0,0,0,0,1,12,16
4210173601,true,false,false,false,false,false,false,false,false,true,28,,,,,,,,,5-MEIO,2,0,0,0,0,0,0,0,0,55,57
4210173602,true,false,false,false,false,false,false,false,true,true,17,,,,,,,,4-P-FUNDOS,4-P-FUNDOS,2,0,0,0,0,0,0,0,1,21,24
4210173603,true,false,true,false,false,false,false,true,true,true,17,,5,,,,,5-P-FUNDOS,5-P-FUNDOS,5-P-FUNDOS,1,0,2,0,0,0,0,4,1,35,43
4210173604,true,false,false,false,false,false,false,false,false,true,5,,,,,,,,,4-MEIO,1,0,0,0,0,0,0,0,0,14,15
4210173605,true,false,true,false,false,false,false,false,true,true,31,,6,,,,,,8,8,1,0,2,0,0,0,0,0,1,10,0
4210174003,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,14
4210176601,true,false,false,false,false,false,false,true,false,true,27,,,,,,,4-P-FUNDOS,,4-P-FUNDOS,1,0,0,0,0,0,0,1,0,41,43
4210176602,false,false,false,true,false,false,false,false,false,false,,,,JÁ INSTALADOS,,,,,,ILHA,0,0,0,2,0,0,0,0,0,3,3
4210176603,true,false,false,false,false,false,false,false,false,true,28,,,,,,,,,5-FUNDOS,1,0,0,0,0,0,0,0,0,78,79
4210177401,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,33
4210177402,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2
4210177403,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,28
4210177404,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2
4210179001,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,3
4210181302,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,4
4210183101,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,18
4210183102,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,3
4210183103,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
4210183104,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,17
4210183105,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,4
4210183106,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,3
4210183201,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1
4210183202,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2
4210183203,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,3
4210183204,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,3
4210183205,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,12
4210183206,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,11
4210183207,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,39
4210183208,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,5
4210184101,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,23
4210184102,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,5
4210184103,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,5
4210184104,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,24
4210184105,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,37
4210184106,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,4
4210184107,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,5
4210184201,true,true,false,false,false,false,false,false,false,false,3,4-P-FRENTE,,,,,,,,,1,5,0,0,0,0,0,0,0,0,6
4210184202,true,false,false,false,false,false,false,false,false,true,35,,,,,,,,,5-MEIO,1,0,0,0,0,0,0,0,0,30,31
4210184203,true,false,true,true,false,false,false,false,false,true,24,,6,7,,,,,,5-FRENTE,3,0,3,4,0,0,0,0,0,95,105
4210184204,true,false,false,false,false,false,false,false,false,true,28,,,,,,,,,5-P-FUNDOS,2,0,0,0,0,0,0,0,0,41,43
4210184205,true,false,false,false,false,false,false,false,false,true,37,,,,,,,,,4-FUNDOS,1,0,0,0,0,0,0,0,0,25,26
4210184206,true,true,false,false,false,false,false,false,false,true,17,5-MEIO,,,,,,,,5-MEIO,1,8,0,0,0,0,0,0,0,37,46
4210184207,true,false,false,true,false,false,false,false,false,true,37,,,ILHA,,,,,,ILHA,1,0,0,2,0,0,0,0,0,13,16
4210184208,true,true,true,true,false,false,false,true,true,true,18,3,6,7,,,,3,3,3,2,2,1,1,0,0,0,3,2,67,78
4210184209,true,false,false,true,false,false,false,false,false,true,28,,,ILHA,,,,,,ILHA,1,0,0,3,0,0,0,0,0,16,20
4210184210,true,true,true,false,false,false,false,true,false,true,31,3,6,,,,,3,,3,4,8,4,0,0,0,0,5,0,93,113
4210184211,true,false,false,true,false,false,false,false,false,true,35,,,ILHA,,,,,,ILHA,1,0,0,4,0,0,0,0,0,12,17
4210187501,true,false,false,false,false,false,false,false,false,true,27,,,,,,,,,8 P,2,0,0,0,0,0,0,0,0,58,60
4210187502,true,false,true,true,false,false,false,true,false,true,28,,9,9,,,,JUNTOS,,8 P,1,0,2,1,0,0,0,0,0,56,60
4210188501,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,19
4210188502,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,39
4210188503,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,48
4210188601,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,29
4210188602,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,12
4210188603,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,9
4210188604,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,10
4210188605,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,6
4210188606,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,5
4210188607,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
4210190301,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,29
4210190302,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,13
4210190303,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,19
4210190305,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,17
4210190306,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,13
4210190701,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,7
4210190703,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,18
4210190704,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,6
4210190705,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,4
4210190706,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,3
4210190708,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,24
4210190709,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,6
4210190712,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,9
4210190713,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,17
4210190714,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
4210190715,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,4
4210190716,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,3
4210190801,true,false,false,false,false,false,false,false,false,true,TAPA FUROS,,,,,,,,,ILHA,0,0,0,0,0,0,0,0,0,1,1
4210190802,true,false,false,false,false,false,false,false,false,true,17,,,,,,,,,5-MEIO,1,0,0,0,0,0,0,0,0,22,23
4210190803,false,true,false,false,false,false,false,true,false,true,28,09,,,,,,09,,09,1,2,0,0,0,0,0,0,0,40,43
4210191001,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,14
4210191002,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,8
4210191101,true,true,false,false,false,false,false,true,false,true,BOX 22,BOX 8,,,,,,BOX 8,,BOX 8,2,2,0,0,0,0,0,2,0,50,56
4210191102,true,false,false,false,false,false,false,false,false,true,BOX 1,,,,,,,,,ILHA,1,0,0,0,0,0,0,0,0,2,3
4210191103,true,false,false,false,false,false,false,false,false,true,"  BOX 31",,,,,,,,,BOX 10,2,0,0,0,0,0,0,0,0,56,58
4210191104,true,true,false,false,false,false,false,false,false,true,BOX 5,PAREDE,,,,,,,,PAREDE,1,,0,0,0,0,0,0,0,12,13
4210191201,true,false,true,false,false,false,false,false,false,true,19,,4,,,,,,,5-FRENTE,1,0,2,0,0,0,0,0,0,36,39
4210191202,true,false,false,false,false,false,false,false,false,true,17,,,,,,,,,3,1,0,0,0,0,0,0,0,0,55,56
4210191203,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,18
4210191204,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,5
4210191205,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,59
4210191206,true,false,false,false,false,false,false,false,false,true,9,,,,,,,,,4-P-FRENTE,1,0,0,0,0,0,0,0,0,3,4
4210191207,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,107
4210191208,true,false,false,false,false,false,false,false,false,true,10,,,,,,,,,ILHA,1,0,0,0,0,0,0,0,0,13,14
4210191209,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,69
4210191210,true,false,true,false,false,false,false,false,false,true,7,,3,,,,,,,ILHA,1,0,2,0,0,0,0,0,0,3,6
4210191401,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1
4210191601,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,18
4210191602,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,19
4210191603,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,21
4210191604,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,26
4210191605,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,33
4210191606,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
4210191701,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,34
4210191702,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,12
4210191801,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,11
4210191802,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,15
4210191901,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1
4210191902,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,3
4210191903,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,23
4210192001,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,8
4210192002,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,25
4210192401,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,19
4210192402,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,10
4210192403,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,25
4210192404,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1
4210192405,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,26
4210192406,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1
4210192407,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,4
4210192408,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,74
4210192409,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,4
4210192410,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,117
4210192411,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,16
4210192412,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,49
4210192413,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,22
4210192414,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,46
4210192501,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,55
4210192502,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,23
4210192503,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,61
4210192504,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,15
4210192505,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,33
4210192506,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,10
4210192507,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,4
4210192601,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,32
4210193001,false,false,false,false,false,false,false,false,false,true,19,,,,,,,,,4-P-FUNDO,1,0,0,0,0,0,0,0,0,40,40
4210193101,true,false,false,false,false,false,false,false,false,true,30,,,,,,,,,5-MEIO,1,0,0,0,0,0,0,0,0,42,42
4210193102,false,false,false,false,false,false,false,false,false,true,,,,,,,,,,4-MEIO,0,0,0,0,0,0,0,0,0,6,6
4210193103,true,false,false,false,false,false,false,true,false,true,10,,,,,,,5-MEIO,,5-MEIO,1,0,0,0,0,0,0,1,0,7,9
4210193104,true,false,false,false,false,false,false,false,false,true,19,,,,,,,,,4-MEIO,1,0,0,0,0,0,0,0,0,13,14
4210193105,true,true,true,false,false,false,false,true,true,true,28,4-P-MEIO,5,,,,,4-P-MEIO,4-P-MEIO,4-P-MEIO,1,3,1,0,0,0,0,1,1,44,51
4210193106,true,true,false,false,false,false,false,true,false,true,10,3,,,,,,3,,3,1,2,0,0,0,0,0,1,0,36,40
4210193107,false,true,false,false,false,false,false,false,false,true,,3,,,,,,,,3,0,4,0,0,0,0,0,0,0,2,6
4210193108,true,false,false,false,false,false,false,true,false,true,25,,,,,,,2,,2,4,0,0,0,0,0,0,2,0,113,119
4210193109,true,false,false,false,false,false,false,false,false,true,2,,,,,,,,,ILHA,1,0,0,0,0,0,0,0,0,3,4
4210193110,true,false,false,false,false,false,false,false,false,true,2,,,,,,,,,ILHA,1,0,0,0,0,0,0,0,0,2,3
4210193111,true,false,false,false,false,false,false,false,false,true,2,,,,,,,,,ILHA,1,0,0,0,0,0,0,0,0,4,5
4210193112,true,false,false,false,false,false,false,false,false,true,4,,,,,,,,,ILHA,1,0,0,0,0,0,0,0,0,4,5
4210193201,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,13
4210193401,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,4
4210193501,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,32
4210193601,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,31
4210193602,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,7
4210193603,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,23
4210193604,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,18
4210193701,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
4210193702,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,4
4210193801,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,14
4210193901,true,false,true,false,false,false,true,false,false,false,17,,7,,,,,,,5-FUNDOS,1,0,4,0,0,0,1,0,0,51,51
4210194001,true,false,false,false,false,false,false,false,false,true,10,,,,,,,,,4-P-MEIO,1,0,0,0,0,0,0,0,0,5,6
4210194002,true,false,true,false,false,false,false,false,false,false,8,,9,,,,,,,,1,0,2,0,0,0,0,0,0,7,10
4210194003,false,false,false,false,false,false,false,false,false,true,,,,,,,,,,ILHA,0,0,0,0,0,0,0,0,0,4,4
4210194004,true,false,true,false,false,false,true,false,false,true,18,,2,,,,4-MEIO,,,4-MEIO,1,0,2,0,0,0,1,0,0,47,51
4210194005,false,false,false,false,false,false,false,false,false,true,,,,,,,,,,4-P-MEIO,0,0,0,0,0,0,0,0,0,10,10
4210194006,true,false,true,false,false,false,false,true,true,true,18,,9,,,,,3,3,3,1,0,1,0,0,0,0,1,2,63,68
4210194201,true,true,false,false,false,false,false,false,false,false,COMEIA 19,4 P.FUNDOS,,,,,,,,,1,2,0,0,0,0,0,0,0,0,33
4210194202,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,7
4210194501,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,18
4210194502,false,false,false,true,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,4
4210194503,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,4
4210194601,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1
4210194602,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,4
4210194603,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1
4210194604,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2
4210194605,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
4210194801,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,54
4210194802,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,14
4210194901,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,7
4210194903,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,16
4210194904,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,6
4210194905,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,4
4210194906,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,34
4210194907,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,14
4210194908,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,13
